nl_statement,nl_proof,first_step,tactic
"If $a > 1$ is an integer, show that $n \mid \varphi(a^n - 1)$, where $\phi$ is the Euler $\varphi$-function.","\begin{proof}

    Proof: We have $a>1$. First we propose to prove that

$$

\operatorname{Gcd}\left(a, a^n-1\right)=1 .

$$

If possible, let us assume that

$\operatorname{Gcd}\left(a, a^n-1\right)=d$, where $d>1$.

Then

$d$ divides $a$ as well as $a^n-1$.

Now,

$d$ divides $a \Longrightarrow d$ divides $a^n$.

This is an impossibility, since $d$ divides $a^n-1$ by our assumption. Consequently, $d$ divides 1 , which implies $d=1$. Hence we are contradict to the fact that $d>1$. Therefore

$$

\operatorname{Gcd}\left(a, a^n-1\right)=1 .

$$

Then $a \in U_{a^n-1}$, where $U_n$ is a group defined by

$$

U_n:=\left\{\bar{a} \in \mathbb{Z}_n \mid \operatorname{Gcd}(a, n)=1\right\} .

$$

We know that order of an element divides the order of the group. Here order of the group $U_{a^n-1}$ is $\phi\left(a^n-1\right)$ and $a \in U_{a^n-1}$. This follows that $\mathrm{o}(a)$ divides $\phi\left(a^n-1\right)$.

\end{proof}",Proof: We have $a>1$. First we propose to prove that,UNKNOWN
"Suppose that $|G| = pm$, where $p \nmid m$ and $p$ is a prime. If $H$ is a normal subgroup of order $p$ in $G$, prove that $H$ is characteristic.","\begin{proof}

    Let $G$ be a group of order $p m$, such that $p \nmid m$. Now, Given that $H$ is a normal subgroup of order $p$. Now we want to prove that $H$ is a characterestic subgroup, that is $\phi(H)=H$ for any automorphism $\phi$ of $G$. Now consider $\phi(H)$. Clearly $|\phi(H)|=p$. Suppose $\phi(H) \neq H$, then $H \cap \phi (H)=\{ e\}$. Consider $H \phi(H)$, this is a subgroup of $G$ as $H$ is normal. Also $|H \phi(H)|=p^2$. By lagrange's theorem then $p^2 \mid$ $p m \Longrightarrow p \mid m$ - contradiction. So $\phi(H)=H$, and $H$ is characterestic subgroup of $G$

\end{proof}","Let $G$ be a group of order $p m$, such that $p \nmid m$. Now, Given that $H$ is a normal subgroup of order $p$. Now we want to prove that $H$ is a characterestic subgroup, that is $\phi(H)=H$ for any automorphism $\phi$ of $G$. Now consider $\phi(H)$. Clearly $|\phi(H)|=p$. Suppose $\phi(H) \neq H$, then $H \cap \phi (H)=\{ e\}$. Consider $H \phi(H)$, this is a subgroup of $G$ as $H$ is normal. Also $|H \phi(H)|=p^2$. By lagrange's theorem then $p^2 \mid$ $p m \Longrightarrow p \mid m$ - contradiction. So $\phi(H)=H$, and $H$ is characterestic subgroup of $G$",LET
"If $G$ is a nonabelian group of order 6, prove that $G \simeq S_3$.","\begin{proof}

    Suppose $G$ is a non-abelian group of order 6 . We need to prove that $G \cong S_3$. Since $G$ is non-abelian, we conclude that there is no element of order 6. Now all the nonidentity element has order either 2 or 3 . All elements cannot be order 3 .This is because except the identity elements there are 5 elements, but order 3 elements occur in pair, that is $a, a^2$, both have order 3 , and $a \neq a^2$. So, this is a contradiction, as there are only 5 elements. So, there must be an element of order 2 . All elements of order 2 will imply that $G$ is abelian, hence there is also element of order 3 . Let $a$ be an element of order 2 , and $b$ be an element of order 3 . So we have $e, a, b, b^2$, already 4 elements. Now $a b \neq e, b, b^2$. So $a b$ is another element distinct from the ones already constructed. $a b^2 \neq e, b, a b, b^2, a$. So, we have got another element distinct from the other. So, now $ G=\left\{e, a, b, b^2, a b, a b^2\right\}$. Also, ba must be equal to one of these elements. But $b a \neq e, a, b, b^2$. Also if $b a=a b$, the group will become abelian. so $b a=a b^2$. So what we finally get is $G=\left\langle a, b \mid a^2=e=b^3, b a=a b^2\right\rangle$. Hence $G \cong S_3$.

\end{proof}","Suppose $G$ is a non-abelian group of order 6 . We need to prove that $G \cong S_3$. Since $G$ is non-abelian, we conclude that there is no element of order 6. Now all the nonidentity element has order either 2 or 3 . All elements cannot be order 3 .This is because except the identity elements there are 5 elements, but order 3 elements occur in pair, that is $a, a^2$, both have order 3 , and $a \neq a^2$. So, this is a contradiction, as there are only 5 elements. So, there must be an element of order 2 . All elements of order 2 will imply that $G$ is abelian, hence there is also element of order 3 . Let $a$ be an element of order 2 , and $b$ be an element of order 3 . So we have $e, a, b, b^2$, already 4 elements. Now $a b \neq e, b, b^2$. So $a b$ is another element distinct from the ones already constructed. $a b^2 \neq e, b, a b, b^2, a$. So, we have got another element distinct from the other. So, now $ G=\left\{e, a, b, b^2, a b, a b^2\right\}$. Also, ba must be equal to one of these elements. But $b a \neq e, a, b, b^2$. Also if $b a=a b$, the group will become abelian. so $b a=a b^2$. So what we finally get is $G=\left\langle a, b \mid a^2=e=b^3, b a=a b^2\right\rangle$. Hence $G \cong S_3$.",CONTRADICTION
"Prove that a group of order $p^2$, $p$ a prime, has a normal subgroup of order $p$.","\begin{proof}

    We use the result from problem 40 which is as follows: Suppose $G$ is a group, $H$ is a subgroup and $|G|=n$ and $n \nmid\left(i_G(H)\right) !$. Then there exists a normal subgroup $K \neq \{ e \}$ and $K \subseteq H$.



So, we have now a group $G$ of order $p^2$. Suppose that the group is cyclic, then it is abelian and any subgroup of order $p$ is normal. Now let us suppose that $G$ is not cyclic, then there exists an element $a$ of order $p$, and $A=\langle a\rangle$. Now $i_G(A)=p$, so $p^2 \nmid p$ ! , hence by the above result there is a normal subgroup $K$, non-trivial and $K \subseteq A$. But $|A|=p$, a prime order subgroup, hence has no non-trivial subgroup, so $K=A$. so $A$ is normal subgroup.

\end{proof}","We use the result from problem 40 which is as follows: Suppose $G$ is a group, $H$ is a subgroup and $|G|=n$ and $n \nmid\left(i_G(H)\right) !$. Then there exists a normal subgroup $K \neq \{ e \}$ and $K \subseteq H$.",ASSUME
"If $G$ is an abelian group and if $G$ has an element of order $m$ and one of order $n$, where $m$ and $n$ are relatively prime, prove that $G$ has an element of order $mn$.","\begin{proof}

Let $G$ be an abelian group, and let $a$ and $b$ be elements in $G$ of order $m$ and $n$, respectively, where $m$ and $n$ are relatively prime. We will show that the product $ab$ has order $mn$ in $G$, which will prove that $G$ has an element of order $mn$.



To show that $ab$ has order $mn$, let $k$ be the order of $ab$ in $G$. We have $a^m = e$, $b^n = e$, and $(ab)^k = e$, where $e$ denotes the identity element of $G$. Since $G$ is abelian, we have

$$(ab)^{mn} = a^{mn}b^{mn} = e \cdot e = e.$$

Thus, $k$ is a divisor of $mn$.



Now, observe that $a^k = b^{-k}$. Since $m$ and $n$ are relatively prime, there exist integers $x$ and $y$ such that $mx + ny = 1$. Taking $kx$ on both sides of the equation, we get $a^{kx} = b^{-kx}$, or equivalently, $(a^k)^x = (b^k)^{-x}$. It follows that $a^{kx} = (a^m)^{xny} = e$, and similarly, $b^{ky} = (b^n)^{mxk} = e$. Therefore, $m$ divides $ky$ and $n$ divides $kx$. Since $m$ and $n$ are relatively prime, it follows that $mn$ divides $k$. Hence, $k = mn$, and $ab$ has order $mn$ in $G$. This completes the proof.

\end{proof}","Let $G$ be an abelian group, and let $a$ and $b$ be elements in $G$ of order $m$ and $n$, respectively, where $m$ and $n$ are relatively prime. We will show that the product $ab$ has order $mn$ in $G$, which will prove that $G$ has an element of order $mn$.",LET
Prove that any two nonabelian groups of order 21 are isomorphic.,"\begin{proof}

    By Cauchy's theorem we have that if $G$ is a group of order 21 then it has an element $a$ of order 3 and an element $b$ of order 7. By exercise 2.5.41 we have that the subgroup generated by $b$ is normal, so there is some $i=0,1,2,3,4,5,6$ such that $a b a^{-1}=b^i$. We know $i \neq$ 0 since that implies $a b=a$ and so that $b=e$, a contradiction, and we know $i \neq 1$ since then $a b=b a$ and this would imply $G$ is abelian, which we are assuming is not the case.

Now, $a$ has order 3 so we must have $b=a^3 b a^{-3}=b^{i^3}$ mod 7 , and so $i$ is restricted by the modular equation $i^3 \equiv 1 \bmod 7$

\begin{center}

\begin{tabular}{|c|c|}

\hline$x$ & $x^3 \bmod 7$ \\

\hline 2 & 1 \\

\hline 3 & 6 \\

\hline 4 & 1 \\

\hline 5 & 6 \\

\hline 6 & 6 \\

\hline

\end{tabular}

\end{center}

Therefore the only options are $i=2$ and $i=4$. Now suppose $G$ is such that $a b a^{-1}=b^2$ and let $G^{\prime}$ be another group of order 21 with an element $c$ of order 3 and an element $d$ of order 7 such that $c d c^{-1}=d^4$. We now prove that $G$ and $G^{\prime}$ are isomorphic. Define

$$

\begin{aligned}

\phi: G & \rightarrow G^{\prime} \\

a & \mapsto c^{-1} \\

b & \mapsto d

\end{aligned}

$$

since $a$ and $c^{-1}$ have the same order and $b$ and $d$ have the same order this is a well defined function. Since

$$

\begin{aligned}

\phi(a) \phi(b) \phi(a)^{-1} & =c^{-1} d c \\

& =\left(c d^{-1} c^{-1}\right)^{-1} \\

& =\left(d^{-4}\right)^{-1} \\

& =d^4 \\

& =\left(d^2\right)^2 \\

& =\phi(b)^2

\end{aligned}

$$

$\phi$ is actually a homomorphism. For any $c^i d^j \in G^{\prime}$ we have $\phi\left(a^{-i} b^j\right)=c^i d^j$ so $\phi$ is onto and $\phi\left(a^i b^j\right)=c^{-i} d^j=e$ only if $i=j=0$, so $\phi$ is 1-to-l. Therefore $G$ and $G^{\prime}$ are isomorphic and so up to isomorphism there is only one nonabelian group of order 21 .

\end{proof}","By Cauchy's theorem we have that if $G$ is a group of order 21 then it has an element $a$ of order 3 and an element $b$ of order 7. By exercise 2.5.41 we have that the subgroup generated by $b$ is normal, so there is some $i=0,1,2,3,4,5,6$ such that $a b a^{-1}=b^i$. We know $i \neq$ 0 since that implies $a b=a$ and so that $b=e$, a contradiction, and we know $i \neq 1$ since then $a b=b a$ and this would imply $G$ is abelian, which we are assuming is not the case.",ASSUME
"If $G_1$ and $G_2$ are cyclic groups of orders $m$ and $n$, respectively, prove that $G_1 \times G_2$ is cyclic if and only if $m$ and $n$ are relatively prime.","\begin{proof}

    The order of $G \times H$ is $n$. $m$. Thus, $G \times H$ is cyclic iff it has an element with order n. $m$. Suppose $\operatorname{gcd}(n . m)=1$. This implies that $g^m$ has order $n$, and analogously $h^n$ has order $m$. That is, $g \times h$ has order $n$. $m$, and therefore $G \times H$ is cyclic.



Suppose now that $\operatorname{gcd}(n . m)>1$. Let $g^k$ be an element of $G$ and $h^j$ be an element of $H$. Since the lowest common multiple of $n$ and $m$ is lower than the product $n . m$, that is, $\operatorname{lcm}(n, m)<n$. $m$, and since $\left(g^k\right)^{l c m(n, m)}=e_G,\left(h^j\right)^{l c m(n, m)}=e_H$, we have $\left(g^k \times h^j\right)^{l c m(n, m)}=e_{G \times H}$. It follows that every element of $G \times H$ has order lower than $n . m$, and therefore $G \times H$ is not cyclic.

\end{proof}","The order of $G \times H$ is $n$. $m$. Thus, $G \times H$ is cyclic iff it has an element with order n. $m$. Suppose $\operatorname{gcd}(n . m)=1$. This implies that $g^m$ has order $n$, and analogously $h^n$ has order $m$. That is, $g \times h$ has order $n$. $m$, and therefore $G \times H$ is cyclic.",CONCLUDE
"If $P$ is a $p$-Sylow subgroup of $G$ and $P \triangleleft G$, prove that $P$ is the only $p$-Sylow subgroup of $G$.","\begin{proof}

    let $G$ be a group and $P$ a sylow-p subgroup. Given $P$ is normal. By sylow second theorem the sylow-p subgroups are conjugate. Let $K$ be any other sylow-p subgroup. Then there exists $g \in G$ such that $K=g P g^{-1}$. But since $P$ is normal $K=g P g^{-1}=P$. Hence the sylow-p subgroup is unique.

\end{proof}",let $G$ be a group and $P$ a sylow-p subgroup. Given $P$ is normal. By sylow second theorem the sylow-p subgroups are conjugate. Let $K$ be any other sylow-p subgroup. Then there exists $g \in G$ such that $K=g P g^{-1}$. But since $P$ is normal $K=g P g^{-1}=P$. Hence the sylow-p subgroup is unique.,EXISTENCE
Show that any subgroup of order $p^{n-1}$ in a group $G$ of order $p^n$ is normal in $G$.,"\begin{proof}

Proof: First we prove the following lemma.



\textbf{Lemma:} If $G$ is a finite $p$-group with $|G|>1$, then $Z(G)$, the center of $G$, has more than one element; that is, if $|G|=p^k$ with $k\geq 1$, then $|Z(G)|>1$.



\textit{Proof of the lemma:} Consider the class equation

$$

|G|=|Z(G)|+\sum_{a \notin Z(G)}[G: C(a)],

$$

where $C(a)$ denotes the centralizer of $a$ in $G$. If $G=Z(G)$, then the lemma is immediate. Suppose $Z(G)$ is a proper subset of $G$ and consider an element $a\in G$ such that $a\notin Z(G)$. Then $C(a)$ is a proper subgroup of $G$. Since $C(a)$ is a subgroup of a $p$-group, $[G:C(a)]$ is divisible by $p$ for all $a\notin Z(G)$. This implies that $p$ divides $|G|=|Z(G)|+\sum_{a\notin Z(G)} [G:C(a)]$.



Since $p$ also divides $|G|$, it follows that $p$ divides $|Z(G)|$. Hence, $|Z(G)|>1$. $\Box$



This proves our \textbf{lemma}.



We will prove the result by induction on $n$.

If $n=1$, the $G$ is a cyclic group of prime order and hence every subgroup of $G$ is normal in $G$. Thus, the result is true for $n=1$.

Suppose the result is true for all groups of order $p^m$, where $1 \leq m<n$.

Let $H$ be a subgroup of order $p^{n-1}$.

Consider $N(H)=\{g \in H: g H=H g\}$.

If $H \neq N(H)$, then $|N(H)|>p^{n-1}$. Thus, $|N(H)|=p^n$ and $N(H)=G$.

In this case $H$ is normal in $G$.

Let $H=N(H)$. Then $Z(G)$, the center of $G$, is a subset of $H$ and $Z(G) \neq$ $\{e\}$.

By Cauchy's theorem and the above Claim, there exists $a \in Z(G)$ such that $o(a)=p$.

Let $K=\langle a\rangle$, a cyclic group generated by $a$.

Then $K$ is a normal subgroup of $G$ of order $p$. Now, $|H / K|=p^{n-2}$ and $|G / K|=p^{n-1}$.

Thus, by induction hypothesis, $H / K$ is a normal subgroup of $G / K$.

\end{proof}",Proof: First we prove the following lemma.,UNKNOWN
Show that there is an infinite number of solutions to $x^2 = -1$ in the quaternions.,"\begin{proof}

Let $x=a i+b j+c k$ then

$$

x^2=(a i+b j+c k)(a i+b j+c k)=-a^2-b^2-c^2=-1

$$

This gives $a^2+b^2+c^2=1$ which has infinitely many solutions for $-1<a, b, c<1$.

\end{proof}",Let $x=a i+b j+c k$ then,LET
Let $R$ be a ring in which $x^3 = x$ for every $x \in R$. Prove that $R$ is commutative.,"\begin{proof}

To begin with

$$

2 x=(2 x)^3=8 x^3=8 x .

$$

Therefore $6 x=0 \quad \forall x$.

Also

$$

(x+y)=(x+y)^3=x^3+x^2 y+x y x+y x^2+x y^2+y x y+y^2 x+y^3

$$

and

$$

(x-y)=(x-y)^3=x^3-x^2 y-x y x-y x^2+x y^2+y x y+y^2 x-y^3

$$

Subtracting we get

$$

2\left(x^2 y+x y x+y x^2\right)=0

$$

Multiply the last relation by $x$ on the left and right to get

$$

2\left(x y+x^2 y x+x y x^2\right)=0 \quad 2\left(x^2 y x+x y x^2+y x\right)=0 .

$$

Subtracting the last two relations we have

$$

2(x y-y x)=0 .

$$

We then show that $3\left(x+x^2\right)=0 \forall x$. You get this from

$$

x+x^2=\left(x+x^2\right)^3=x^3+3 x^4+3 x^5+x^6=4\left(x+x^2\right) .

$$

In particular

$$

3\left(x+y+(x+y)^2\right)=3\left(x+x^2+y+y^2+x y+y x\right)=0

$$

we end-up with $3(x y+y x)=0$. But since $6 x y=0$, we have $3(x y-y x)=0$. Then subtract $2(x y-y x)=0$ to get $x y-y x=0$.

\end{proof}",To begin with,UNKNOWN
"Let $p$ be an odd prime and let $1 + \frac{1}{2} + ... + \frac{1}{p - 1} = \frac{a}{b}$, where $a, b$ are integers. Show that $p \mid a$.","\begin{proof}

    First we prove for prime $p=3$ and then for all prime $p>3$.

Let us take $p=3$. Then the sum

$$

\frac{1}{1}+\frac{1}{2}+\ldots+\frac{1}{(p-1)}

$$

becomes

$$

1+\frac{1}{3-1}=1+\frac{1}{2}=\frac{3}{2} .

$$

Therefore in this case $\quad \frac{a}{b}=\frac{3}{2} \quad$ implies $3 \mid a$, i.e. $p \mid a$.

Now for odd prime $p>3$.

Let us consider $f(x)=(x-1)(x-2) \ldots(x-(p-1))$.

Now, by Fermat, we know that the coefficients of $f(x)$ other than the $x^{p-1}$ and $x^0$ are divisible by $p$.

So if,

$$

\begin{array}{r}

f(x)=x^{p-1}+\sum_{i=0}^{p-2} a_i x^i \\

\text { and } p>3 .

\end{array}

$$

Then $p \mid a_2$, and

$$

f(p) \equiv a_1 p+a_0 \quad\left(\bmod p^3\right)

$$

But we see that

$$

f(x)=(-1)^{p-1} f(p-x) \text { for any } x,

$$

so if $p$ is odd,

$$

f(p)=f(0)=a_0,

$$

So it follows that:

$$

0=f(p)-a_0 \equiv a_1 p \quad\left(\bmod p^3\right)

$$

Therefore,

$$

0 \equiv a_1 \quad\left(\bmod p^2\right) .

$$

Hence,

$$

0 \equiv a_1 \quad(\bmod p) .

$$

Now our sum is just $\frac{a_1}{(p-1) !}=\frac{a}{b}$.

It follows that $p$ divides $a$. This completes the proof.

\end{proof}",First we prove for prime $p=3$ and then for all prime $p>3$.,EQUALITY
Let $R$ be the ring of $2 \times 2$ matrices over the real numbers; suppose that $I$ is an ideal of $R$. Show that $I = (0)$ or $I = R$.,"\begin{proof}

    Suppose that $I$ is a nontrivial ideal of $R$, and let

$$

A=\left(\begin{array}{ll}

a & b \\

c & d

\end{array}\right)

$$

where not all of $a, b, c d$ are zero. Suppose, without loss of generality -- our steps would be completely analogous, modulo some different placement of 1 s in our matrices, if we assumed some other element to be nonzero -- that $a \neq 0$. Then we have that

$$

\left(\begin{array}{ll}

1 & 0 \\

0 & 0

\end{array}\right)\left(\begin{array}{ll}

a & b \\

c & d

\end{array}\right)=\left(\begin{array}{ll}

a & b \\

0 & 0

\end{array}\right) \in I

$$

and so

$$

\left(\begin{array}{ll}

a & b \\

0 & 0

\end{array}\right)\left(\begin{array}{ll}

1 & 0 \\

0 & 0

\end{array}\right)=\left(\begin{array}{ll}

a & 0 \\

0 & 0

\end{array}\right) \in I

$$

so that

$$

\left(\begin{array}{ll}

x & 0 \\

0 & 0

\end{array}\right) \in I

$$

for any real $x$. Now, also for any real $x$,

$$

\left(\begin{array}{ll}

x & 0 \\

0 & 0

\end{array}\right)\left(\begin{array}{ll}

0 & 1 \\

0 & 0

\end{array}\right)=\left(\begin{array}{ll}

0 & x \\

0 & 0

\end{array}\right) \in I .

$$

Likewise

$$

\left(\begin{array}{ll}

0 & 0 \\

1 & 0

\end{array}\right)\left(\begin{array}{ll}

0 & x \\

0 & 0

\end{array}\right)=\left(\begin{array}{ll}

0 & 0 \\

0 & x

\end{array}\right) \in I

$$

and

$$

\left(\begin{array}{ll}

0 & 0 \\

0 & x

\end{array}\right)\left(\begin{array}{ll}

0 & 0 \\

1 & 0

\end{array}\right)=\left(\begin{array}{ll}

0 & 0 \\

x & 0

\end{array}\right)

$$

Thus, as

$$

\left(\begin{array}{ll}

a & b \\

c & d

\end{array}\right)=\left(\begin{array}{ll}

a & 0 \\

0 & 0

\end{array}\right)+\left(\begin{array}{ll}

0 & b \\

0 & 0

\end{array}\right)+\left(\begin{array}{ll}

0 & 0 \\

c & 0

\end{array}\right)+\left(\begin{array}{ll}

0 & 0 \\

0 & d

\end{array}\right)

$$

and since all the terms on the right side are in $I$ and $I$ is an additive group, it follows that

$$

\left(\begin{array}{ll}

a & b \\

c & d

\end{array}\right)

$$

for arbitrary $a, b, c, d$ is in $I$, i.e. $I=R$

Note that the intuition for picking these matrices is that, if we denote by $E_{i j}$ the matrix with 1 at position $(i, j)$ and 0 elsewhere, then

$$

E_{i j}\left(\begin{array}{ll}

a_{1,1} & a_{1,2} \\

a_{2,1} & a_{2,2}

\end{array}\right) E_{n m}=a_{j, n} E_{i m}

$$

\end{proof}","Suppose that $I$ is a nontrivial ideal of $R$, and let",ASSUME
"Let $F = \mathbb{Z}_p$ be the field of integers $\mod p$, where $p$ is a prime, and let $q(x) \in F[x]$ be irreducible of degree $n$. Show that $F[x]/(q(x))$ is a field having at exactly $p^n$ elements.","\begin{proof}

    In the previous problem we have shown that any for any $p(x) \in F[x]$, we have that

$$

p(x)+(q(x))=a_{n-1} x^{n-1}+\cdots+a_1 x+a_0+(q(x))

$$

for some $a_{n-1}, \ldots, a_0 \in F$, and that there are $p^n$ choices for these numbers, so that $F[x] /(q(x)) \leq p^n$. In order to show that equality holds, we have to show that each of these choices induces a different element of $F[x] /(q(x))$; in other words, that each different polynomial of degree $n-1$ or lower belongs to a different coset of $(q(x))$ in $F[x]$.



Suppose now, then, that

$$

a_{n-1} x^{n-1}+\cdots+a_1 x+a_0+(q(x))=b_{n-1} x^{n-1}+\cdots+b_1 x+b_0+(q(x))

$$

which is equivalent with $\left(a_{n-1}-b_{n-1}\right)^{n-1}+\cdots\left(a_1-b_1\right) x+\left(a_0-b_0\right) \in(q(x))$, which is in turn equivalent with there being a $w(x) \in F[x]$ such that

$$

q(x) w(x)=\left(a_{n-1}-b_{n-1}\right)^{n-1}+\cdots\left(a_1-b_1\right) x+\left(a_0-b_0\right) .

$$

Degree of the right hand side is strictly smaller than $n$, while the degree of the left hand side is greater or equal to $n$ except if $w(x)=0$, so that if equality is hold we must have that $w(x)=0$, but then since polynomials are equal iff all of their coefficient are equal we get that $a_{n-1}-b_{n-1}=$ $0, \ldots, a_1-b_1=0, a_0-b_0=0$, i.e.

$$

a_{n-1}=b_{n-1}, \ldots, a_1=b_1, a_0=b_0

$$

which is what we needed to prove.

\end{proof}","In the previous problem we have shown that any for any $p(x) \in F[x]$, we have that",UNKNOWN
